adjPAR,dateTimeEST
248.4982994,6/15/22 8:32
248.101814,6/15/22 8:32
250.8905529,6/15/22 8:32
246.1288561,6/15/22 8:32
233.1224883,6/15/22 8:32
270.2285233,6/15/22 8:32
251.2914949,6/15/22 8:32
249.293172,6/15/22 8:32
22.18636995,6/15/22 8:34
20.93023882,6/15/22 8:34
23.21937185,6/15/22 8:34
23.36815324,6/15/22 8:34
18.43496946,6/15/22 8:34
17.15677931,6/15/22 8:34
22.81508929,6/15/22 8:34
21.73056378,6/15/22 8:34
19.93531052,6/15/22 8:34
19.30871531,6/15/22 8:34
102.5970312,6/15/22 8:36
94.12105904,6/15/22 8:36
98.97635713,6/15/22 8:36
101.2139102,6/15/22 8:36
92.33471857,6/15/22 8:36
98.97635713,6/15/22 8:36
95.55972192,6/15/22 8:36
98.42474106,6/15/22 8:36
92.33471857,6/15/22 8:36
97.4862564,6/15/22 8:36
258.0003119,6/15/22 8:38
245.5400339,6/15/22 8:38
262.3625144,6/15/22 8:38
254.725475,6/15/22 8:38
238.0123139,6/15/22 8:38
267.0115688,6/15/22 8:38
239.5374112,6/15/22 8:38
263.6223506,6/15/22 8:38
232.1937185,6/15/22 8:38
261.3172512,6/15/22 8:38
159.4173649,6/15/22 8:41
172.1165877,6/15/22 8:41
197.9257682,6/15/22 8:41
203.5346063,6/15/22 8:41
218.1748555,6/15/22 8:41
222.3957442,6/15/22 8:41
227.4234326,6/15/22 8:41
103.9160534,6/15/22 8:41
75.86943203,6/15/22 8:41
75.50685632,6/15/22 8:41
184.9393747,6/15/22 8:43
195.5695469,6/15/22 8:43
199.5123323,6/15/22 8:43
189.8767659,6/15/22 8:43
165.9100362,6/15/22 8:43
154.283421,6/15/22 8:43
174.0512299,6/15/22 8:43
103.5847165,6/15/22 8:43
68.55367983,6/15/22 8:43
33.71152078,6/15/22 8:43
253.5081564,6/15/22 8:56
340.3605622,6/15/22 8:56
253.1036777,6/15/22 8:56
387.0476858,6/15/22 8:56
342.5414702,6/15/22 8:56
361.3639129,6/15/22 8:56
404.7454272,6/15/22 8:56
346.6684088,6/15/22 8:56
446.8664913,6/15/22 8:56
408.9682368,6/15/22 8:56
259.6534851,6/15/22 8:57
221.6866342,6/15/22 8:57
155.8930982,6/15/22 8:57
182.0097161,6/15/22 8:57
204.3487402,6/15/22 8:57
219.9237354,6/15/22 8:57
215.7497634,6/15/22 8:57
227.9688099,6/15/22 8:57
264.8882365,6/15/22 8:57
234.2419171,6/15/22 8:57
700.4752084,6/15/22 9:20
826.3577056,6/15/22 9:20
761.1211591,6/15/22 9:20
794.0192825,6/15/22 9:20
602.3636948,6/15/22 9:20
569.1676438,6/15/22 9:20
560.1513545,6/15/22 9:20
856.5868636,6/15/22 9:20
1003.289013,6/15/22 9:20
857.9557538,6/15/22 9:20
203.3721692,6/15/22 9:25
199.9907769,6/15/22 9:25
261.7348558,6/15/22 9:25
184.4969381,6/15/22 9:25
482.0789301,6/15/22 9:25
229.6128017,6/15/22 9:25
366.5946407,6/15/22 9:26
313.7412968,6/15/22 9:26
229.2464486,6/15/22 9:26
479.3922028,6/15/22 9:26
396.7468021,6/15/22 9:26
1012.947516,6/15/22 9:26
263.6223506,6/15/22 9:26
529.2816107,6/15/22 9:26
431.0964646,6/15/22 9:26
482.0789301,6/15/22 9:26
821.7522402,6/15/22 9:26
253.9132815,6/15/22 9:26
1082.346748,6/15/22 9:26
393.2776697,6/15/22 9:26
351.4057454,6/15/22 9:36
371.6042758,6/15/22 9:36
343.0888773,6/15/22 9:36
950.2714748,6/15/22 9:36
752.6610232,6/15/22 9:36
430.7524146,6/15/22 9:36
1572.682432,6/15/22 9:36
453.3348654,6/15/22 9:36
516.7548793,6/15/22 9:36
371.3077055,6/15/22 9:36
45.69687775,6/15/22 9:46
38.30512173,6/15/22 9:46
46.35833818,6/15/22 9:46
32.26321257,6/15/22 9:46
28.50774141,6/15/22 9:46
30.36374399,6/15/22 9:46
30.6315849,6/15/22 9:46
25.06903219,6/15/22 9:46
29.15221435,6/15/22 9:46
28.05614504,6/15/22 9:46
68.82789303,6/15/22 9:56
69.15839709,6/15/22 9:56
70.44009833,6/15/22 9:56
68.93788518,6/15/22 9:56
69.87994382,6/15/22 9:56
70.21549971,6/15/22 9:56
71.23186619,6/15/22 9:56
66.82440053,6/15/22 9:56
69.0480531,6/15/22 9:56
69.49048819,6/15/22 9:56
53.30985127,6/15/22 10:06
45.76990479,6/15/22 10:06
47.52004235,6/15/22 10:06
75.62752196,6/15/22 10:06
76.59981497,6/15/22 10:06
106.9461875,6/15/22 10:06
107.8034634,6/15/22 10:06
120.5525505,6/15/22 10:06
117.9816337,6/15/22 10:06
119.5938912,6/15/22 10:06
535.2308949,6/15/22 10:16
561.943113,6/15/22 10:16
535.6583938,6/15/22 10:16
568.2595223,6/15/22 10:16
571.9007249,6/15/22 10:16
558.8112858,6/15/22 10:16
553.4829932,6/15/22 10:16
569.6222486,6/15/22 10:16
553.9250704,6/15/22 10:16
556.5849583,6/15/22 10:16
519.23628,6/15/22 10:26
504.9275966,6/15/22 10:26
540.8150918,6/15/22 10:26
516.7548793,6/15/22 10:26
498.1206162,6/15/22 10:26
546.0214325,6/15/22 10:26
540.8150918,6/15/22 10:26
516.342467,6/15/22 10:26
528.859201,6/15/22 10:26
551.2778939,6/15/22 10:26
502.915944,6/15/22 10:36
520.8971633,6/15/22 10:36
498.1206162,6/15/22 10:36
543.4120271,6/15/22 10:36
536.9429403,6/15/22 10:36
517.5806925,6/15/22 10:36
548.2055061,6/15/22 10:36
539.9522076,6/15/22 10:36
500.1130876,6/15/22 10:36
580.6423642,6/15/22 10:36
573.7300662,6/15/22 10:46
561.943113,6/15/22 10:46
536.0862341,6/15/22 10:46
576.0249737,6/15/22 10:46
578.3290608,6/15/22 10:46
529.2816107,6/15/22 10:46
551.2778939,6/15/22 10:46
577.8675073,6/15/22 10:46
529.2816107,6/15/22 10:46
569.6222486,6/15/22 10:46
536.0862341,6/15/22 10:56
576.945505,6/15/22 10:56
533.5243084,6/15/22 10:56
575.565259,6/15/22 10:56
530.1274425,6/15/22 10:56
558.8112858,6/15/22 10:56
552.599897,6/15/22 10:56
547.7679936,6/15/22 10:56
577.4063221,6/15/22 10:56
519.23628,6/15/22 10:56
622.9051124,6/15/22 11:06
598.5285392,6/15/22 11:06
571.9007249,6/15/22 11:06
557.4744229,6/15/22 11:06
594.2431684,6/15/22 11:06
595.1928137,6/15/22 11:06
601.8829597,6/15/22 11:06
591.403314,6/15/22 11:06
618.9391729,6/15/22 11:06
557.9196881,6/15/22 11:06
570.0772165,6/15/22 11:16
576.4850556,6/15/22 11:16
592.348421,6/15/22 11:16
627.3971782,6/15/22 11:16
570.5325478,6/15/22 11:16
615.9812977,6/15/22 11:16
658.183513,6/15/22 11:16
624.3988826,6/15/22 11:16
584.3629116,6/15/22 11:16
612.059441,6/15/22 11:16
602.3636948,6/15/22 11:26
652.949499,6/15/22 11:26
636.4787266,6/15/22 11:26
600.443055,6/15/22 11:26
628.3998061,6/15/22 11:26
583.4305457,6/15/22 11:26
630.4098712,6/15/22 11:26
566.9000562,6/15/22 11:26
667.7106923,6/15/22 11:26
583.8965425,6/15/22 11:27
687.7296278,6/15/22 11:36
581.1061341,6/15/22 11:36
655.0380913,6/15/22 11:36
613.5272025,6/15/22 11:36
656.6089187,6/15/22 11:36
692.1363519,6/15/22 11:36
660.2888474,6/15/22 11:36
678.4582746,6/15/22 11:36
585.7642549,6/15/22 11:36
616.4732934,6/15/22 11:37
311.2463599,6/15/22 11:46
306.5605092,6/15/22 11:46
296.9248756,6/15/22 11:46
295.0344013,6/15/22 11:46
287.8218089,6/15/22 11:46
291.2894852,6/15/22 11:46
284.6225658,6/15/22 11:46
277.2214868,6/15/22 11:46
282.3591872,6/15/22 11:47
278.9978223,6/15/22 11:47
521.7295962,6/15/22 11:56
546.45755,6/15/22 11:56
588.5770311,6/15/22 11:56
646.723594,6/15/22 11:56
659.2353397,6/15/22 11:56
684.9896843,6/15/22 11:56
843.0175136,6/15/22 11:56
618.9391729,6/15/22 11:57
767.835067,6/15/22 11:57
723.7842615,6/15/22 11:57
676.8351763,6/15/22 12:06
685.5367983,6/15/22 12:06
615.4896946,6/15/22 12:06
680.628462,6/15/22 12:06
641.0686781,6/15/22 12:06
679.542502,6/15/22 12:06
646.207456,6/15/22 12:07
649.310474,6/15/22 12:07
658.7092164,6/15/22 12:07
668.2440053,6/15/22 12:07
673.6006194,6/15/22 12:16
670.9169664,6/15/22 12:16
594.7178015,6/15/22 12:16
724.3623615,6/15/22 12:16
662.9299881,6/15/22 12:16
683.3509607,6/15/22 12:17
597.0966595,6/15/22 12:17
639.0246273,6/15/22 12:17
678.4582746,6/15/22 12:17
635.9707649,6/15/22 12:17
721.4764716,6/15/22 12:26
696.0153921,6/15/22 12:26
638.5146338,6/15/22 12:26
632.4263659,6/15/22 12:26
694.3502914,6/15/22 12:27
650.8675661,6/15/22 12:27
574.64693,6/15/22 12:27
770.2911443,6/15/22 12:27
572.8146653,6/15/22 12:27
638.0050473,6/15/22 12:27
584.8296531,6/15/22 12:36
646.723594,6/15/22 12:36
620.9189762,6/15/22 12:36
692.6891741,6/15/22 12:37
679.542502,6/15/22 12:37
655.0380913,6/15/22 12:37
680.628462,6/15/22 12:37
641.0686781,6/15/22 12:37
701.5946205,6/15/22 12:37
591.8756789,6/15/22 12:37
683.3509607,6/15/22 12:46
693.7961435,6/15/22 12:46
713.4570007,6/15/22 12:47
713.4570007,6/15/22 12:47
723.7842615,6/15/22 12:47
675.7552686,6/15/22 12:47
694.3502914,6/15/22 12:47
649.310474,6/15/22 12:47
660.8162324,6/15/22 12:47
661.8722664,6/15/22 12:47
658.7092164,6/15/22 12:56
756.8792707,6/15/22 12:57
691.0320307,6/15/22 12:57
641.5807116,6/15/22 12:57
740.7379815,6/15/22 12:57
668.2440053,6/15/22 12:57
683.8967659,6/15/22 12:57
710.6145583,6/15/22 12:57
709.4807547,6/15/22 12:57
703.2770936,6/15/22 12:57
704.9636015,6/15/22 13:07
622.4079836,6/15/22 13:07
709.4807547,6/15/22 13:07
601.4026082,6/15/22 13:07
575.565259,6/15/22 13:07
613.037558,6/15/22 13:07
642.6060059,6/15/22 13:07
689.9294715,6/15/22 13:07
602.3636948,6/15/22 13:07
695.4599154,6/15/22 13:07
640.5570533,6/15/22 13:17
611.5709678,6/15/22 13:17
666.6453429,6/15/22 13:17
651.3874261,6/15/22 13:17
697.1276771,6/15/22 13:17
574.1883151,6/15/22 13:17
663.9894001,6/15/22 13:17
686.0843494,6/15/22 13:17
647.2401441,6/15/22 13:17
645.69173,6/15/22 13:17
650.8675661,6/15/22 13:27
712.8876041,6/15/22 13:27
632.4263659,6/15/22 13:27
686.0843494,6/15/22 13:27
624.3988826,6/15/22 13:27
709.4807547,6/15/22 13:27
654.5153177,6/15/22 13:27
639.0246273,6/15/22 13:27
615.4896946,6/15/22 13:27
747.868948,6/15/22 13:27
611.5709678,6/15/22 13:37
697.1276771,6/15/22 13:37
671.4528403,6/15/22 13:37
660.2888474,6/15/22 13:37
677.9168098,6/15/22 13:37
598.5285392,6/15/22 13:37
721.4764716,6/15/22 13:37
698.7994382,6/15/22 13:37
663.4594826,6/15/22 13:37
741.3296227,6/15/22 13:37
654.5153177,6/15/22 13:47
673.6006194,6/15/22 13:47
593.7689141,6/15/22 13:47
695.4599154,6/15/22 13:47
667.177805,6/15/22 13:47
661.8722664,6/15/22 13:47
658.7092164,6/15/22 13:47
668.2440053,6/15/22 13:47
654.5153177,6/15/22 13:47
688.8286715,6/15/22 13:47
645.69173,6/15/22 13:57
647.7571069,6/15/22 13:57
668.2440053,6/15/22 13:57
657.1333644,6/15/22 13:57
653.4710219,6/15/22 13:57
620.9189762,6/15/22 13:57
550.398316,6/15/22 13:57
787.0764212,6/15/22 13:57
528.0153927,6/15/22 13:57
582.9649207,6/15/22 13:57
632.4263659,6/15/22 14:07
645.69173,6/15/22 14:07
689.3788518,6/15/22 14:07
611.0828846,6/15/22 14:07
657.6582291,6/15/22 14:07
658.7092164,6/15/22 14:07
617.4584641,6/15/22 14:07
649.310474,6/15/22 14:07
692.1363519,6/15/22 14:07
683.3509607,6/15/22 14:07
194.9459724,6/15/22 14:17
198.4004081,6/15/22 14:17
197.4522638,6/15/22 14:17
196.0385364,6/15/22 14:17
199.6716865,6/15/22 14:17
196.6656057,6/15/22 14:17
199.1940053,6/15/22 14:17
197.6099726,6/15/22 14:17
197.9257682,6/15/22 14:17
199.0350323,6/15/22 14:17
527.1729307,6/15/22 14:27
536.9429403,6/15/22 14:27
591.403314,6/15/22 14:27
559.2576187,6/15/22 14:27
493.7650767,6/15/22 14:27
495.740126,6/15/22 14:27
421.9028547,6/15/22 14:27
369.8284001,6/15/22 14:27
287.1332432,6/15/22 14:27
284.1684433,6/15/22 14:27
587.6379415,6/15/22 14:37
568.7134018,6/15/22 14:37
603.3263173,6/15/22 14:37
527.1729307,6/15/22 14:37
645.1764156,6/15/22 14:37
607.1922153,6/15/22 14:37
604.2904781,6/15/22 14:37
570.9882428,6/15/22 14:37
604.7731362,6/15/22 14:37
573.272183,6/15/22 14:37
533.5243084,6/15/22 14:47
599.0065951,6/15/22 14:47
577.4063221,6/15/22 14:47
514.6961063,6/15/22 14:47
545.1502414,6/15/22 14:47
580.1789644,6/15/22 14:47
541.679355,6/15/22 14:47
582.9649207,6/15/22 14:47
544.7151673,6/15/22 14:47
524.234885,6/15/22 14:47
496.1360829,6/15/22 14:57
491.4054014,6/15/22 14:57
547.3308303,6/15/22 14:57
533.5243084,6/15/22 14:57
556.1407583,6/15/22 14:57
524.6536011,6/15/22 14:57
516.342467,6/15/22 14:57
577.8675073,6/15/22 14:57
538.6604619,6/15/22 14:57
563.7406028,6/15/22 14:57
537.8010155,6/15/22 15:07
532.6730568,6/15/22 15:07
521.3132136,6/15/22 15:07
525.9117573,6/15/22 15:07
518.8218873,6/15/22 15:07
493.3710121,6/15/22 15:07
508.9750737,6/15/22 15:07
436.2903134,6/15/22 15:07
505.3308917,6/15/22 15:07
501.7128015,6/15/22 15:07
468.4200623,6/15/22 15:17
472.1748966,6/15/22 15:17
462.4743358,6/15/22 15:17
450.8083348,6/15/22 15:17
460.2641972,6/15/22 15:17
509.3816015,6/15/22 15:17
427.6682946,6/15/22 15:17
506.5427107,6/15/22 15:17
380.9163922,6/15/22 15:17
485.5554311,6/15/22 15:17
417.2132525,6/15/22 15:27
476.7204491,6/15/22 15:27
430.4086392,6/15/22 15:27
451.8894048,6/15/22 15:27
439.0859047,6/15/22 15:27
441.5467376,6/15/22 15:27
421.229698,6/15/22 15:27
461.3679431,6/15/22 15:27
433.8587756,6/15/22 15:27
461.7364462,6/15/22 15:27
399.6079324,6/15/22 15:37
397.3808333,6/15/22 15:37
411.5887581,6/15/22 15:37
383.6633619,6/15/22 15:37
413.8954848,6/15/22 15:37
424.6062564,6/15/22 15:37
382.7455113,6/15/22 15:37
428.3517407,6/15/22 15:37
377.58568,6/15/22 15:37
418.8820962,6/15/22 15:37
361.9413996,6/15/22 15:47
397.0636911,6/15/22 15:47
396.1137824,6/15/22 15:47
398.0158777,6/15/22 15:47
384.8905875,6/15/22 15:47
373.9853823,6/15/22 15:47
379.7018383,6/15/22 15:47
377.8872647,6/15/22 15:47
359.0631653,6/15/22 15:47
389.8388712,6/15/22 15:47
382.1348311,6/15/22 15:57
356.4923292,6/15/22 15:57
376.3817461,6/15/22 15:57
364.5515316,6/15/22 15:57
360.7873476,6/15/22 15:57
392.3368184,6/15/22 15:57
347.499744,6/15/22 15:57
379.0960144,6/15/22 15:57
366.0097296,6/15/22 15:57
373.9853823,6/15/22 15:57
267.2248359,6/15/22 16:07
214.7187075,6/15/22 16:07
224.8955392,6/15/22 16:07
190.1802033,6/15/22 16:07
230.3472652,6/15/22 16:07
198.2420684,6/15/22 16:07
233.6815324,6/15/22 16:07
205.3300006,6/15/22 16:07
225.9754631,6/15/22 16:07
227.2419302,6/15/22 16:07
212.6713542,6/15/22 16:17
227.2419302,6/15/22 16:17
278.9978223,6/15/22 16:17
308.7712632,6/15/22 16:17
319.5558128,6/15/22 16:17
329.1365598,6/15/22 16:17
343.9116285,6/15/22 16:17
325.7380538,6/15/22 16:17
346.6684088,6/15/22 16:17
330.7170378,6/15/22 16:17
314.996255,6/15/22 16:27
325.7380538,6/15/22 16:27
316.5088327,6/15/22 16:27
337.384468,6/15/22 16:27
332.5705233,6/15/22 16:27
333.6343181,6/15/22 16:27
330.7170378,6/15/22 16:27
331.5101205,6/15/22 16:27
321.0902851,6/15/22 16:27
320.834029,6/15/22 16:27
296.6879055,6/15/22 16:37
279.6668787,6/15/22 16:37
266.160201,6/15/22 16:37
268.0796091,6/15/22 16:37
257.7944067,6/15/22 16:37
244.5617921,6/15/22 16:37
241.650389,6/15/22 16:37
236.8748666,6/15/22 16:37
213.0112191,6/15/22 16:37
225.6149135,6/15/22 16:37
64.51764156,6/15/22 16:47
66.7177805,6/15/22 16:47
64.82744826,6/15/22 16:47
65.39929614,6/15/22 16:47
65.19077014,6/15/22 16:47
65.34710219,6/15/22 16:47
65.76582291,6/15/22 16:47
64.05570533,6/15/22 16:47
67.09169664,6/15/22 16:47
66.87777442,6/15/22 16:47
187.4666315,6/15/22 16:57
209.9718846,6/15/22 16:57
210.6435226,6/15/22 16:57
218.6980541,6/15/22 16:57
199.1940053,6/15/22 16:57
216.9589211,6/15/22 16:57
205.8223964,6/15/22 16:57
207.8038158,6/15/22 16:57
213.1813551,6/15/22 16:57
213.5220349,6/15/22 16:57
193.3957209,6/15/22 17:07
200.6304882,6/15/22 17:07
185.6791281,6/15/22 17:07
188.3668258,6/15/22 17:07
206.9759167,6/15/22 17:07
167.3735413,6/15/22 17:07
198.4004081,6/15/22 17:07
196.6656057,6/15/22 17:07
194.1692995,6/15/22 17:07
192.7790777,6/15/22 17:07
154.40665,6/15/22 17:17
177.5601946,6/15/22 17:17
157.1427304,6/15/22 17:17
176.994043,6/15/22 17:17
171.1573458,6/15/22 17:17
173.0812057,6/15/22 17:17
160.4388541,6/15/22 17:17
170.8842599,6/15/22 17:17
162.3718208,6/15/22 17:17
155.8930982,6/15/22 17:17
149.0765772,6/15/22 17:27
142.7859312,6/15/22 17:27
134.3795337,6/15/22 17:27
150.1516394,6/15/22 17:27
146.4809401,6/15/22 17:27
146.9494893,6/15/22 17:27
147.8910888,6/15/22 17:27
147.3018845,6/15/22 17:27
143.8156286,6/15/22 17:27
151.4761385,6/15/22 17:27
127.4818178,6/15/22 17:37
127.380077,6/15/22 17:37
120.8416439,6/15/22 17:37
133.5239602,6/15/22 17:37
130.3637922,6/15/22 17:37
126.670161,6/15/22 17:37
122.8848032,6/15/22 17:37
128.40115,6/15/22 17:37
122.1999403,6/15/22 17:37
123.1794896,6/15/22 17:37
105.2520333,6/15/22 17:47
107.3739699,6/15/22 17:47
117.2304631,6/15/22 17:47
103.9160534,6/15/22 17:47
113.1837014,6/15/22 17:47
117.9816337,6/15/22 17:47
106.9461875,6/15/22 17:47
113.1837014,6/15/22 17:47
115.7424391,6/15/22 17:47
107.889568,6/15/22 17:47
80.29442977,6/15/22 17:57
80.7444355,6/15/22 17:57
78.26898787,6/15/22 17:57
74.48894069,6/15/22 17:57
75.93003036,6/15/22 17:57
73.30894769,6/15/22 17:57
70.04752084,6/15/22 17:57
70.94807547,6/15/22 17:57
68.66323377,6/15/22 17:57
66.98465014,6/15/22 17:57
68.49896843,6/15/22 18:07
68.55367983,6/15/22 18:07
70.89145314,6/15/22 18:07
67.30630314,6/15/22 18:07
70.77834403,6/15/22 18:07
72.20527283,6/15/22 18:07
69.43502914,6/15/22 18:07
70.04752084,6/15/22 18:07
69.93575824,6/15/22 18:07
69.82417396,6/15/22 18:07
53.95212819,6/15/22 18:17
52.3816503,6/15/22 18:17
55.61407583,6/15/22 18:17
56.50924924,6/15/22 18:17
56.05987578,6/15/22 18:17
54.99590534,6/15/22 18:17
56.50924924,6/15/22 18:17
55.12778939,6/15/22 18:17
55.74744229,6/15/22 18:17
54.90815797,6/15/22 18:17
41.15887581,6/15/22 18:27
42.1566142,6/15/22 18:27
41.95515013,6/15/22 18:27
40.47454272,6/15/22 18:27
40.21684763,6/15/22 18:27
44.04904107,6/15/22 18:27
41.48880352,6/15/22 18:27
40.76642394,6/15/22 18:27
42.52848092,6/15/22 18:27
41.45569209,6/15/22 18:27
29.33901125,6/15/22 18:37
30.68053648,6/15/22 18:37
30.02624004,6/15/22 18:37
29.95440727,6/15/22 18:37
29.83506766,6/15/22 18:37
30.6315849,6/15/22 18:37
30.53391594,6/15/22 18:37
29.24546366,6/15/22 18:37
29.97833241,6/15/22 18:37
29.24546366,6/15/22 18:37
20.86350265,6/15/22 18:47
20.78038158,6/15/22 18:47
20.68107332,6/15/22 18:47
20.64807614,6/15/22 18:47
20.980431,6/15/22 18:47
20.88016671,6/15/22 18:47
20.71412323,6/15/22 18:47
20.91353479,6/15/22 18:47
20.48387828,6/15/22 18:47
20.99718846,6/15/22 18:47
14.86012457,6/15/22 18:57
14.53160928,6/15/22 18:57
14.60138849,6/15/22 18:57
14.67150277,6/15/22 18:57
14.58973539,6/15/22 18:57
14.48527517,6/15/22 18:57
14.73018845,6/15/22 18:57
14.63640364,6/15/22 18:57
14.48527517,6/15/22 18:57
14.65979372,6/15/22 18:57
7.174555314,6/15/22 19:07
7.232066229,6/15/22 19:07
7.237842615,6/15/22 19:07
7.111821394,6/15/22 19:07
7.168829436,6/15/22 19:07
7.266793825,6/15/22 19:07
7.077834403,6/15/22 19:07
7.140268521,6/15/22 19:07
7.191760402,6/15/22 19:07
7.094807547,6/15/22 19:07
2.338681782,6/15/22 19:17
2.389643579,6/15/22 19:17
2.376325592,6/15/22 19:17
